# inner_x,inner_y,inner_vel,center_x,center_y,center_vel,outer_x,outer_y,outer_vel,race_x,race_y,race_vel
-25.751396,-6.358248,5.999436461232315,-25.859717,-6.956914,5.999437090419628,-25.974304,-7.557262,5.999449490156837,-25.528505,-7.72078,6.0
-26.079722,-6.446535,5.999449401272904,-26.191263,-7.046064,5.999454845745177,-26.30915,-7.647297,5.99946204680392,-25.721558,-7.772866,6.0
-26.408049,-6.534819,5.9994668703277,-26.52281,-7.135211,5.999465367419576,-26.643997,-7.737329,5.999480551336463,-26.107747,-7.876759,6.0
-26.736376,-6.6231,5.999473987350025,-26.854357,-7.224355,5.999487725977675,-26.978845,-7.827357,5.999497073240521,-26.494163,-7.979777,6.0
-27.064705,-6.711377,5.999503749443383,-27.185906,-7.313495,5.999496274838124,-27.313694,-7.917382,5.999491786231223,-26.687519,-8.030733,6.0
-27.393034,-6.799652,5.999495985419028,-27.517455,-7.402632,5.999501535675323,-27.648544,-8.007403,5.999387367797585,-27.074685,-8.130944,6.0
-27.721365,-6.887922,5.9995263945144135,-27.849006,-7.491766,5.999328585652384,-27.983394,-8.097421,5.998608855678443,-27.46266,-8.227932,6.0
-28.049696,-6.97619,5.999274063722914,-28.180557,-7.580897,5.998470411584173,-28.318246,-8.187437,5.997196563319692,-27.657037,-8.274852,6.0
-28.378028,-7.064455,5.998398022974985,-28.512108,-7.670025,5.9969815946566465,-28.653098,-8.277449,5.995059289810946,-28.046706,-8.36481,6.0
-28.70636,-7.152717,5.9966912316211936,-28.843661,-7.75915,5.994812156916401,-28.987951,-8.367459,5.992401245886338,-28.437741,-8.448611,6.0
-29.034694,-7.240976,5.994886742960949,-29.175214,-7.848272,5.992082440014382,-29.3228,-8.457481,5.988958741957127,-28.633816,-8.487836,6.0
-29.363027,-7.329234,5.991400049024033,-29.506763,-7.937411,5.988616205904398,-29.657637,-8.547551,5.984830909447654,-29.027126,-8.560189,6.0
-29.691356,-7.417512,5.9890177875514565,-29.838298,-8.026602,5.984574567725693,-29.99245,-8.637708,5.9814366494782885,-29.422007,-8.62342,6.0
-30.01967,-7.505845,5.984232560541356,-30.169809,-8.115883,5.9807584879419275,-30.327229,-8.727993,5.9726992057370545,-29.818405,-8.676318,6.0
-30.347957,-7.594274,5.978648933026867,-30.501285,-8.205292,5.968598720359362,-30.661964,-8.818438,5.892813816995439,-30.017119,-8.698512,6.0
-30.676213,-7.682821,5.9543559478256505,-30.832718,-8.294862,5.888257845063432,-30.996645,-8.909089,5.859820235470789,-30.415481,-8.733624,6.0
-31.004418,-7.771555,5.898594077914156,-31.164096,-8.384635,5.858541348536013,-31.331261,-8.999973,5.662251306763281,-30.814799,-8.755338,6.0
-31.332582,-7.860444,5.817025885054468,-31.495411,-8.474639,5.65493248160352,-31.665825,-9.09104,5.553273488482833,-31.014668,-8.760784,6.0
-31.660667,-7.949623,5.54564929481176,-31.826677,-8.564819,5.549783470887534,-32.000651,-9.181193,5.261803970260669,-31.414567,-8.760079,6.0
-31.988715,-8.038936,5.491119963766439,-32.158236,-8.653934,5.2610489972259415,-32.336526,-9.26722,4.892369569424413,-31.814098,-8.74288,6.0
-32.317131,-8.126896,5.444982249043591,-32.490858,-8.738962,4.879506779314317,-32.672667,-9.352445,4.504251538604917,-32.013458,-8.727713,6.0
-32.646445,-8.211391,5.060331131486095,-32.823634,-8.823404,4.488543717187248,-33.005788,-9.448559,4.113327427600465,-32.410894,-8.68348,6.0
-32.976301,-8.293834,4.6745632884257,-33.153445,-8.919016,4.098164607989351,-33.33757,-9.549235,3.722049086973043,-32.805666,-8.619718,6.0
-33.302148,-8.391384,4.295194295436951,-33.481738,-9.018885,3.7088495031151023,-33.675082,-9.629062,3.338746860747932,-33.001644,-8.580151,6.0
-33.627991,-8.487379,3.925191950829111,-33.816055,-9.097939,3.339016593600815,-34.020549,-9.667801,3.0354047022707733,-33.390005,-8.484891,6.0
-33.956164,-8.577652,3.6414220367115426,-34.158785,-9.122725,3.0624247898008865,-34.367284,-9.645562,2.7043500236815823,-33.772172,-8.367252,6.0
-34.290245,-8.545373,3.472478160775477,-34.493427,-9.045576,2.783641847307264,-34.701505,-9.549685,2.5672743944865064,-34.146491,-8.226719,6.0
-34.561874,-8.34084,3.5315921482017543,-34.789135,-8.870493,2.765536018479686,-35.008367,-9.386189,2.3847080155384526,-34.330323,-8.148054,6.0
-34.781334,-8.082107,3.683769613545646,-35.039213,-8.635093,2.8124561102549266,-35.280574,-9.170927,2.458346141918229,-34.690782,-7.975009,6.0
-34.96462,-7.795167,3.6096600600819064,-35.252639,-8.366078,2.984204689501104,-35.519448,-8.919323,2.7465370534994245,-35.041276,-7.782546,6.0
-35.124805,-7.495547,3.537243710929339,-35.437105,-8.076459,3.229660228334332,-35.729119,-8.642986,3.023044335408032,-35.21271,-7.679588,6.0
-35.271991,-7.188949,3.8103490905948423,-35.600101,-7.774285,3.4980240827538562,-35.9141,-8.349661,3.2726268615900214,-35.547761,-7.461344,6.0
-35.417463,-6.88168,4.091740625252009,-35.749824,-7.465323,3.7716073452801795,-36.07945,-8.044858,3.535976759984202,-35.872472,-7.227958,6.0
-35.568917,-6.577298,4.3754387221443025,-35.896335,-7.15483,4.0536914631166425,-36.231556,-7.733258,3.803264819429288,-36.030999,-7.106054,6.0
-35.727521,-6.276545,4.657511549938521,-36.0486,-6.847121,4.331370287402969,-36.379317,-7.419576,4.072193834385265,-36.340457,-6.852796,6.0
-35.89265,-5.979362,4.878579850376298,-36.208493,-6.543295,4.591903385650671,-36.532599,-7.10856,4.32967184807777,-36.640143,-6.588018,6.0
-36.063914,-5.685648,5.023120103764104,-36.375281,-6.24321,4.811186917019808,-36.693989,-6.801662,4.567041382781202,-36.78646,-6.451707,6.0
-36.240794,-5.395293,4.977338887159503,-36.548532,-5.946802,4.9525508734142,-36.862684,-6.498729,4.7695007950894315,-37.07231,-6.172051,6.0
-36.422873,-5.108167,5.044041561389654,-36.727654,-5.653909,4.945340896031947,-37.038165,-6.199668,4.909125423642342,-37.349646,-5.883931,6.0
-36.609728,-4.824127,5.13558523154,-36.912188,-5.364394,5.013712709093804,-37.219779,-5.904296,4.929504861857943,-37.619116,-5.588433,6.0
-36.800967,-4.54302,5.232506135557427,-37.10166,-5.078087,5.11740052227756,-37.407007,-5.612448,4.997780639057144,-37.751121,-5.438238,6.0
-36.996172,-4.264653,5.339907178448515,-37.29564,-4.794816,5.224721601152391,-37.599326,-5.323931,5.113140538436532,-38.010159,-5.133552,6.0
-37.194725,-3.988665,5.439100353593508,-37.493636,-4.514336,5.343008895170094,-37.796262,-5.038545,5.231368640360127,-38.263246,-4.823905,6.0
-37.395874,-3.714562,5.51469995273116,-37.694914,-4.236203,5.440683571434539,-37.997214,-4.755973,5.3531251601140255,-38.38783,-4.667497,6.0
-37.598886,-3.441838,5.5694350304218565,-37.898662,-3.959875,5.51418207034755,-38.201327,-4.475676,5.447547180920704,-38.633648,-4.352046,6.0
-37.803018,-3.169951,5.616929508400545,-38.104099,-3.6848,5.569557642712082,-38.40774,-4.197069,5.518490915186948,-38.875699,-4.033714,6.0
-38.00752,-2.898341,5.666403165587438,-38.310437,-3.4104,5.622134449686351,-38.615622,-3.919556,5.575674546878785,-38.995575,-3.873674,6.0
-38.211649,-2.626452,5.710143090789001,-38.516901,-3.136096,5.67466193631187,-38.824145,-3.642525,5.632983745041452,-39.233523,-3.552255,6.0
-38.414601,-2.353682,5.745674501242439,-38.722714,-2.861302,5.718850338371141,-39.032518,-3.36538,5.68676915150695,-39.469423,-3.229322,6.0
-38.615741,-2.079574,5.77339465619386,-38.927074,-2.585426,5.754061121749046,-39.239924,-3.087512,5.730208541652273,-39.586659,-3.067336,6.0
-38.815013,-1.804105,5.792145422010475,-39.129512,-2.308137,5.780254172561934,-39.445626,-2.808379,5.763953539373411,-39.819727,-2.742354,6.0
-39.012778,-1.527552,5.797576357046003,-39.330176,-2.029561,5.79673506029944,-39.649379,-2.52782,5.787591757945112,-40.050949,-2.416055,6.0
-39.209345,-1.250146,5.7989344143059025,-39.529431,-1.749976,5.794748436651885,-39.85148,-2.24607,5.800143118018747,-40.280352,-2.088475,6.0
-39.405039,-0.972123,5.818160079612162,-39.72758,-1.469606,5.801857142918044,-40.052268,-1.963381,5.797057487217158,-40.39438,-1.924216,6.0
-39.600188,-0.693718,5.851437334994861,-39.924962,-1.188695,5.8270486618490285,-40.252059,-1.679988,5.811044270315219,-40.62111,-1.594781,6.0
-39.795109,-0.415154,5.88582872787234,-40.121904,-0.907476,5.862606002877467,-40.451199,-1.396137,5.841145857753819,-40.846095,-1.264151,6.0
-39.990128,-0.136657,5.911686810982891,-40.318737,-0.62618,5.894365677052337,-40.650017,-1.11206,5.876707604045009,-40.957942,-1.098399,6.0
-40.185431,0.141639,5.931932151487626,-40.515769,-0.345024,5.918278812543784,-40.84886,-0.828001,5.904938251068252,-41.180364,-0.766039,6.0
-40.381016,0.419739,5.945591658334195,-40.713102,-0.064079,5.9365812651617045,-41.047979,-0.544135,5.926846956723322,-41.401116,-0.432568,6.0
-40.576868,0.697649,5.9527953789305235,-40.910715,0.216669,5.948035422954852,-41.247396,-0.260479,5.942619427211809,-41.510875,-0.265426,6.0
-40.772974,0.975382,5.953920515459805,-41.108596,0.497228,5.953173945689706,-41.447095,0.022979,5.951659552235357,-41.729178,0.069654,6.0
-40.969315,1.252947,5.952872372172032,-41.306728,0.777611,5.951962637924464,-41.64706,0.30625,5.954472241181934,-41.945888,0.405766,6.0
-41.165879,1.530355,5.956137144412834,-41.505094,1.057827,5.953348210921947,-41.847274,0.589345,5.951678056767902,-42.053654,0.574199,6.0
-41.362649,1.807617,5.959147644856045,-41.703681,1.337887,5.9567703855203815,-42.047721,0.872275,5.954749148293922,-42.268032,0.911804,6.0
-41.55961,2.084743,5.962319248804598,-41.90247,1.617804,5.959888089165883,-42.248383,1.155051,5.957975545718072,-42.480895,1.250366,6.0
-41.756746,2.361744,5.965446209613118,-42.101447,1.897587,5.963168878764575,-42.449246,1.437686,5.9612653872538,-42.692274,1.589855,6.0
-41.954043,2.638632,5.968572523419608,-42.300597,2.177247,5.966366810177371,-42.650293,1.72019,5.964560515798827,-42.797417,1.759939,6.0
-42.151485,2.915415,5.971711777266689,-42.499902,2.456797,5.969600252241264,-42.851506,2.002575,5.967828548421201,-43.006632,2.100767,6.0
-42.349056,3.192106,5.974842620087385,-42.699347,2.736246,5.972821857421459,-43.052871,2.284852,5.971117729080768,-43.214444,2.442452,6.0
-42.546743,3.468716,5.977980579930406,-42.898917,3.015606,5.976046750624905,-43.254371,2.567033,5.974393692217088,-43.317834,2.613607,6.0
-42.744528,3.745254,5.98111336375719,-43.098597,3.294889,5.979270986223699,-43.455989,2.849129,5.977674942362707,-43.523604,2.956526,6.0
-42.942398,4.021732,5.984248735592093,-43.298369,3.574104,5.982491933799243,-43.657709,3.131153,5.980950244622866,-43.728052,3.300234,6.0
-43.140337,4.29816,5.987096838525903,-43.498219,3.853264,5.985683946770189,-43.859516,3.413114,5.98422686863535,-43.829792,3.472376,6.0
-43.33833,4.57455,5.9893179964931385,-43.698131,4.13238,5.988232164788817,-44.061393,3.695025,5.987069297009226,-44.032322,3.817218,6.0
-43.536362,4.850912,5.990912209493799,-43.898089,4.411463,5.990136587855124,-44.263323,3.976898,5.989257457982468,-44.233615,4.162784,6.0
-43.734417,5.127258,5.991875595515708,-44.098077,4.690524,5.991393927945865,-44.465292,4.258744,5.9907893689265865,-44.333808,4.33583,6.0
-43.93248,5.403597,5.992219800595397,-44.298081,4.969574,5.992011418712185,-44.667282,4.540574,5.991667673346229,-44.533308,4.682434,6.0
-44.130536,5.679942,5.991918944651685,-44.498084,5.248625,5.991977880875037,-44.869277,4.8224,5.99189567562221,-44.731655,5.029699,6.0
-44.32857,5.956302,5.991018964828665,-44.69807,5.527688,5.99130449371347,-45.071262,5.104235,5.9914555320981435,-44.928883,5.377601,6.0
-44.526566,6.232689,5.989444808890919,-44.898024,5.806773,5.989993887646083,-45.273219,5.386088,5.990394825857717,-45.027089,5.551783,6.0
-44.72451,6.509114,5.987293527142869,-45.097931,6.085893,5.987986220649729,-45.475134,5.667972,5.988601868829507,-45.222702,5.900595,6.0
-44.922386,6.785588,5.984530828476952,-45.297774,6.365058,5.985509681537947,-45.67699,5.949898,5.98632118519355,-45.417284,6.249984,6.0
-45.120179,7.062121,5.98116512391955,-45.497538,6.644279,5.981995442288516,-45.878771,6.231878,5.983098092150209,-45.514197,6.424888,6.0
-45.317874,7.338724,5.978530531655471,-45.697208,6.923569,5.979332801060794,-46.080461,6.513923,5.980075905460197,-45.707293,6.7751,6.0
-45.515455,7.615408,5.970477297394423,-45.896767,7.202937,5.973560347443374,-46.282043,6.796045,5.975993012529758,-45.899443,7.125833,6.0
-45.712908,7.892184,5.952972657486604,-46.0962,7.482395,5.958679411819241,-46.483501,7.078256,5.963663045970479,-45.995173,7.301387,6.0
-45.910216,8.169063,5.925772692166893,-46.295493,7.761953,5.934030416724477,-46.684822,7.360564,5.941587138646359,-46.185968,7.652858,6.0
-46.107362,8.446058,5.889037857938606,-46.494622,8.041628,5.899796833856427,-46.885982,7.642988,5.909947031502018,-46.375904,8.004795,6.0
-46.304329,8.72318,5.8425585261441855,-46.693588,8.321419,5.856059548587032,-47.086977,7.925528,5.8690097185070105,-46.47056,8.18093,6.0
-46.500852,9.000617,5.786252527525891,-46.892214,8.601451,5.802497649847112,-47.28771,8.208255,5.818515475329563,-46.659273,8.533523,6.0
-46.696469,9.278693,5.720653638758047,-47.090065,8.882032,5.74006861000702,-47.487785,8.491448,5.759216379042334,-46.847215,8.886529,6.0
-46.890688,9.557748,5.644372746483343,-47.286646,9.163504,5.6669837444188405,-47.686706,8.775453,5.690366300458129,-47.034421,9.239925,6.0
-47.083017,9.838109,5.571895579140004,-47.481462,9.4462,5.592000374206199,-47.883973,9.060609,5.615341655889932,-47.127759,9.416763,6.0
-47.272942,10.120104,5.50968827501074,-47.674011,9.730445,5.526606852604051,-48.079091,9.34724,5.548001018460328,-47.313928,9.770707,6.0
-47.459942,10.404047,5.462591056278159,-47.863777,10.016557,5.473773579816296,-48.271548,9.635665,5.491281321834396,-47.499449,10.12499,6.0
-47.643485,10.690239,5.435295334658084,-48.050251,10.304825,5.440143020412265,-48.460847,9.926173,5.45231341980292,-47.591978,10.302252,6.0
-47.823053,10.978939,5.427658769704028,-48.232889,10.595538,5.426249806972384,-48.64646,10.219049,5.432955035258011,-47.776596,10.657007,6.0
-47.998742,11.270017,5.439601133164333,-48.411548,10.888715,5.431920331869062,-48.828067,10.514426,5.4329219914498985,-47.960656,11.012052,6.0
-48.171051,11.563109,5.471268647497664,-48.586656,11.184024,5.457156567916246,-49.005973,10.812048,5.45217265318036,-48.052488,11.189676,6.0
-48.340464,11.857883,5.522157298123048,-48.758691,11.481135,5.502288632648222,-49.18065,11.111574,5.49107777197642,-48.235778,11.545119,6.0
-48.507488,12.154018,5.584740510431445,-48.928145,11.779725,5.561899178958551,-49.352572,11.412691,5.546886781250755,-48.4186,11.900803,6.0
-48.672624,12.451209,5.656715604199901,-49.095517,12.079486,5.630708299112638,-49.522235,11.715086,5.611926908759536,-48.509846,12.078728,6.0
-48.836376,12.749165,5.72512895179602,-49.261309,12.380125,5.701721052448766,-49.690136,12.018463,5.682821738189773,-48.692033,12.434739,6.0
-48.999247,13.047604,5.781890439843076,-49.42603,12.681352,5.761761672200176,-49.856785,12.322529,5.745326744740124,-48.873841,12.790942,6.0
