hidden_dim,epochs,control_outputs,curriculum,eps_per_input,wheelbase,training_loss,test_loss,ade,fde
16.0,200.0,60.0,TRUE,1.0,1.3502000000000000,0.0015466640470549500,0.0017993943765759500,0.06210343539714810,0.11726781725883500
16.0,200.0,60.0,TRUE,1.0,1.3402000000000000,0.0015462656738236500,0.0017993224319070600,0.061957474797964100,0.1177072674036030
16.0,200.0,60.0,TRUE,1.0,1.3602000000000000,0.0015494364779442500,0.0018066547345370100,0.0625474825501442,0.11883579939603800
16.0,200.0,60.0,TRUE,1.0,1.3702000000000000,0.0015449755592271700,0.0018060889560729300,0.06262590736150740,0.11987914890050900
16.0,200.0,60.0,TRUE,1.0,1.3902000000000000,0.001548644620925190,0.0018055349355563500,0.06302431225776670,0.1196105033159260
16.0,200.0,60.0,TRUE,1.0,1.3802000000000000,0.0015476517146453300,0.0018150409450754500,0.06284357607364660,0.11887451261282000
16.0,200.0,60.0,TRUE,1.0,1.4002000000000000,0.0015491736121475700,0.0018089720979332900,0.0635259822010994,0.12018490582704500
16.0,200.0,60.0,TRUE,1.0,1.4102000000000000,0.0015476658008992700,0.0018122073961421800,0.06363627314567570,0.11930100619792900
16.0,200.0,60.0,TRUE,1.0,1.4302000000000000,0.0015487921191379400,0.001803188119083640,0.0636909231543541,0.12000855058431600
16.0,200.0,60.0,TRUE,1.0,1.4202000000000000,0.0015491974772885400,0.00181293161585927,0.06389880180358890,0.12049588561058000
16.0,200.0,60.0,TRUE,1.0,1.4402000000000000,0.0015519711887463900,0.0018062243470922100,0.06409380584955220,0.12058443576097500
16.0,200.0,60.0,TRUE,1.0,1.4702000000000000,0.0015490337973460600,0.0017987305764108900,0.064731165766716,0.12115960568189600
16.0,200.0,60.0,TRUE,1.0,1.4502000000000000,0.0015524574555456600,0.0018110245000571000,0.0642111599445343,0.11951972544193300
16.0,200.0,60.0,TRUE,1.0,1.4602000000000000,0.0015510298544541000,0.0018083971226587900,0.0645563080906868,0.1204962208867070
16.0,200.0,60.0,TRUE,1.0,1.4902000000000000,0.0015521077439189000,0.0018091510282829400,0.06520463526248930,0.12093319743871700
16.0,200.0,60.0,TRUE,1.0,1.4802000000000000,0.001552768051624300,0.0018157317535951700,0.06492173671722410,0.120784230530262
