hidden_dim,epochs,control_outputs,curriculum,eps_per_input,wheelbase,training_loss,test_loss,ade,fde
16.0,200.0,60.0,True,1.0,1.0601999999999996,0.001620202325284481,0.0014266486978158355,0.05683194845914841,0.11676095426082611
16.0,200.0,60.0,True,1.0,1.0701999999999996,0.0016212770715355873,0.0014344890369102359,0.05760577693581581,0.11890607327222824
16.0,200.0,60.0,True,1.0,1.0801999999999996,0.0016176101053133607,0.0014346555108204484,0.05799558758735657,0.11956269294023514
16.0,200.0,60.0,True,1.0,1.0901999999999996,0.0016175343189388514,0.001429263618774712,0.05802341550588608,0.11961592733860016
16.0,200.0,60.0,True,1.0,1.1001999999999996,0.0016181229148060083,0.0014286021469160914,0.057925861328840256,0.11902648210525513
16.0,200.0,60.0,True,1.0,1.1101999999999996,0.0016187859000638127,0.0014349817065522075,0.05870983377099037,0.11961300671100616
16.0,200.0,60.0,True,1.0,1.1201999999999996,0.00160488102119416,0.001441389904357493,0.059008873999118805,0.11876004189252853
16.0,200.0,60.0,True,1.0,1.1301999999999994,0.0016180328093469143,0.0014380650827661157,0.05984632298350334,0.12061214447021484
16.0,200.0,60.0,True,1.0,1.1401999999999994,0.0016045169904828072,0.0014313323190435767,0.05802660062909126,0.11565042287111282
16.0,200.0,60.0,True,1.0,1.1501999999999994,0.001606833771802485,0.001433110679499805,0.05824187025427818,0.11645828187465668
16.0,200.0,60.0,True,1.0,1.1601999999999995,0.001607347745448351,0.0014385352842509747,0.0588688924908638,0.11745248734951019
16.0,200.0,60.0,True,1.0,1.1701999999999995,0.0016100642969831824,0.0014194103423506021,0.057878702878952026,0.11470803618431091
16.0,200.0,60.0,True,1.0,1.1801999999999995,0.0016057499451562762,0.0014361744979396462,0.05916641652584076,0.11797633767127991
16.0,200.0,60.0,True,1.0,1.1901999999999995,0.0016113521996885538,0.0014296084409579635,0.05939958617091179,0.11965455114841461
16.0,200.0,60.0,True,1.0,1.2001999999999995,0.0016092669684439898,0.0014426058623939753,0.06136716902256012,0.12337779253721237
16.0,200.0,60.0,True,1.0,1.2101999999999995,0.0016171636525541544,0.0014386833645403385,0.06035938486456871,0.12187651544809341
16.0,200.0,60.0,True,1.0,1.2201999999999995,0.0016138640930876136,0.0014512110501527786,0.06188828870654106,0.12503595650196075
16.0,200.0,60.0,True,1.0,1.2301999999999995,0.0016111873555928469,0.0014494480565190315,0.061632174998521805,0.123605877161026
16.0,200.0,60.0,True,1.0,1.2401999999999995,0.0016133873723447323,0.0014683948829770088,0.06370621174573898,0.12766903638839722
16.0,200.0,60.0,True,1.0,1.2501999999999995,0.0016128055285662413,0.0014427454443648458,0.06193212419748306,0.12231937795877457
16.0,200.0,60.0,True,1.0,1.2601999999999995,0.0016378596192225814,0.0014880141243338585,0.06394270807504654,0.12360300868749619
16.0,200.0,60.0,True,1.0,1.2701999999999996,0.0016218848759308457,0.001453402335755527,0.06242675706744194,0.12049109488725662
16.0,200.0,60.0,True,1.0,1.2801999999999993,0.0016314235981553793,0.001491188770160079,0.06500665843486786,0.12627245485782623
16.0,200.0,60.0,True,1.0,1.2901999999999993,0.0016288404585793614,0.0014871630119159818,0.06481798738241196,0.12473354488611221
16.0,200.0,60.0,True,1.0,1.3001999999999994,0.0016218313248828053,0.0014478755183517933,0.06177172809839249,0.11531992256641388
16.0,200.0,60.0,True,1.0,1.3101999999999994,0.0016223082784563303,0.0014497541124001145,0.06224021315574646,0.11581212282180786
16.0,200.0,60.0,True,1.0,1.3201999999999994,0.0016296684043481946,0.0015060796868056059,0.066922627389431,0.1284113973379135
16.0,200.0,60.0,True,1.0,1.3301999999999994,0.001633880427107215,0.0014663445763289928,0.06392516195774078,0.12171711772680283
16.0,200.0,60.0,True,1.0,1.3401999999999994,0.0016199260717257857,0.001439533312804997,0.06393007189035416,0.12422821670770645
16.0,200.0,60.0,True,1.0,1.3501999999999994,0.0016243355348706245,0.0014568377519026399,0.06482023745775223,0.12663008272647858
16.0,200.0,60.0,True,1.0,1.3601999999999994,0.001628440571948886,0.0014496993971988559,0.06605369597673416,0.12672697007656097
16.0,200.0,60.0,True,1.0,1.3701999999999994,0.001625768723897636,0.001451144809834659,0.06594768166542053,0.12675271928310394
16.0,200.0,60.0,True,1.0,1.3801999999999994,0.0016292547807097435,0.0014402464730665088,0.06621039658784866,0.12558534741401672
16.0,200.0,60.0,True,1.0,1.3901999999999994,0.0016417291481047869,0.0014779381453990936,0.06711187958717346,0.1300751268863678
16.0,200.0,60.0,True,1.0,1.4001999999999994,0.0016286480240523815,0.0014486480504274368,0.0660480484366417,0.12515901029109955
16.0,200.0,60.0,True,1.0,1.4101999999999995,0.00163126306142658,0.0014473096234723926,0.06681976467370987,0.1270754486322403
16.0,200.0,60.0,True,1.0,1.4201999999999995,0.001635093940421939,0.0014568212209269404,0.06849987804889679,0.12832994759082794
16.0,200.0,60.0,True,1.0,1.4301999999999995,0.0016308088088408113,0.0014503266429528594,0.06683873385190964,0.12604250013828278
16.0,200.0,60.0,True,1.0,1.4401999999999995,0.001629323698580265,0.0014363862574100494,0.06726779043674469,0.126569926738739
16.0,200.0,60.0,True,1.0,1.4501999999999993,0.0016307836631312966,0.001462594955228269,0.06837859749794006,0.1299837976694107
16.0,200.0,60.0,True,1.0,1.4601999999999993,0.0016315768007189035,0.0014479004312306643,0.06748590618371964,0.12835952639579773
16.0,200.0,60.0,True,1.0,1.4701999999999993,0.0016344194300472736,0.0014532407512888312,0.06740941852331161,0.12841852009296417
16.0,200.0,60.0,True,1.0,1.4801999999999993,0.001631658524274826,0.0014603595482185483,0.06788320094347,0.12996403872966766
16.0,200.0,60.0,True,1.0,1.4901999999999993,0.0016372031532227993,0.0014567426405847073,0.06790003925561905,0.12875783443450928
